region_or_nation,job_family,occupation,medium_skilled,include_fe,include_he,demand_entry,demand_ticker,lq,lq_label,demand_entry_sl,demand_entry_fe,demand_entry_he,advertised_avg_salary_entry_hs,advertised_avg_salary_entry_degree,advertised_entry_salary_degree_premium,advertised_entry_salary_degree_premium_percentage,supply_fe,supply_he,fe_ds_ratio,he_ds_ratio,fe_ds_ratio_log,he_ds_ratio_log
NORTH EAST ENGLAND,Professional Occupations,Engineering Professionals,0,1,1,1256,Medium,0.887031315187536,Average,94.9,388.99,706.68,40269.5775,45218.9141947059,4949.33669470587,0.122905106086744,812,894,0.480295566502463,0.791946308724832,-0.733353601037986,-0.233261681479795
NORTH EAST ENGLAND,"Process, Plant And Machine Operatives",Mobile Machine Drivers and Operatives,0,1,0,1216,Medium,0.893583330195453,Average,683.96,360.83,159.29,17710.4914,25733.4463018182,8022.95490181818,0.453005776102756,199,,1.80904522613065,,0.592799206725661,
NORTH EAST ENGLAND,Associate Professional And Technical Occupations,Health Associate Professionals,1,1,1,1209,Medium,0.840969649907064,Average,122.3,506.54,488.83,26342.3,26729.3701051282,387.070105128205,0.0146938613988985,99,357,5.11111111111111,1.36927170868347,1.63141681915288,0.314278998989808
NORTH EAST ENGLAND,Elementary Occupations,Elementary Security Occupations,0,1,0,1205,Medium,1.00776026163719,Average,574.41,304.21,265.45,21511.4319,31901.3219276316,10389.8900276316,0.482993883249194,172,,1.77325581395349,,0.572817299793959,
NORTH EAST ENGLAND,"Process, Plant And Machine Operatives",Process Operatives,0,1,0,1104,Medium,0.792017626600396,Low,416.65,272.7,334.25,28022.1845,37978.6517106464,9956.46721064639,0.355306603974661,432,,0.62962962962963,,-0.462623521948112,
NORTH EAST ENGLAND,Associate Professional And Technical Occupations,"Artistic, Literary and Media Occupations",1,1,1,1101,Medium,0.684974656040223,Low,265.95,143.37,533.12,28212.7883,35423.4842514706,7210.69595147058,0.255582534941099,984,265,0.145325203252033,2.01177358490566,-1.92878126679234,0.699016713552201
NORTH EAST ENGLAND,Skilled Trades Occupations,Vehicle Trades,1,1,0,1096,Medium,0.780779317449854,Low,222.1,797.17,59.62,,,,,2268,,0.351410934744268,,-1.04579898605743,
NORTH EAST ENGLAND,"Process, Plant And Machine Operatives",Assemblers and Routine Operatives,0,1,0,1025,Medium,0.845134618787416,Average,349.41,263.86,372.9,27323.9928,38583.0658028571,11259.0730028571,0.412058116296134,381,,0.692913385826772,,-0.366850271980384,
NORTH EAST ENGLAND,Elementary Occupations,Elementary Process Plant Occupations,0,1,0,1006,Medium,0.937722158494943,Average,442.93,345.69,184.03,19920.8076,30327.2291038462,10406.4215038462,0.522389539259751,123,,2.8130081300813,,1.03425441968531,
NORTH EAST ENGLAND,Skilled Trades Occupations,"Metal Forming, Welding and Related Trades",1,1,0,1005,Medium,1.76654540373636,Very High,342.29,475.11,170.29,26667.69,30897.3073802198,4229.61738021978,0.158604565308048,335,,1.41791044776119,,0.349184272209572,
NORTH EAST ENGLAND,"Managers, Directors And Senior Officials",Managers and Proprietors in Health and Care Services,0,0,0,1003,Medium,1.52620344433067,Very High,34.21,566.14,354.63,,,,,56,,10.125,,2.3150076129926,
NORTH EAST ENGLAND,Skilled Trades Occupations,Electrical and Electronic Trades,1,1,0,971,Medium,0.872445255411335,Average,175.4,621.84,158.35,28136.3846,36409.666876367,8273.28227636701,0.294042123534486,1781,4,0.349241998877035,39.5875,-1.05199019055048,3.67851341186476
NORTH EAST ENGLAND,Associate Professional And Technical Occupations,Sports and Fitness Occupations,1,1,1,929,Medium,1.40222857055625,High,300.11,441.02,163.37,22957.928,40358.799715493,17400.871715493,0.757946087969827,1156,160,0.381487889273356,1.0210625,-0.963676173785478,0.0208437518045903
NORTH EAST ENGLAND,"Caring, Leisure And Other Service Occupations",Hairdressers and Related Services,0,1,0,915,Medium,0.95684281008945,Average,226,677.84,8.46,,,,,2070,,0.327536231884058,,-1.11615659831902,
NORTH EAST ENGLAND,"Managers, Directors And Senior Officials",Managers and Directors in Retail and Wholesale,0,0,0,909,Medium,0.699214583940648,Low,309.27,171.72,376.44,27772.7027,32832.6787885986,5059.97608859857,0.182192426255964,0,,Inf,,Inf,
NORTH EAST ENGLAND,"Process, Plant And Machine Operatives",Construction Operatives,0,1,0,826,Medium,1.04239654841113,Average,278.57,467.37,64.85,,,,,333,,1.4024024024024,,0.338186767688452,
NORTH EAST ENGLAND,Professional Occupations,Therapy Professionals,0,0,1,756,Medium,0.678425821361507,Low,49.19,28.61,624.88,31680.9503,35390.4414721311,3709.49117213115,0.117089012072064,57,211,0.491228070175439,2.95734597156398,-0.710846757659345,1.08429223489336
NORTH EAST ENGLAND,"Process, Plant And Machine Operatives",Plant and Machine Operatives,0,1,0,704,Medium,0.777112513433256,Low,189.77,277.48,201.15,28845.4312,33328.2896066421,4482.85840664207,0.155409651378069,237,,1.16877637130802,,0.15595736505221,
NORTH EAST ENGLAND,"Managers, Directors And Senior Officials",Managers and Proprietors in Other Services,0,1,0,683,Medium,0.688979736790129,Low,216.7,187.6,257.57,38660.652,49814.1524638298,11153.5004638298,0.28849747448206,340,,0.552941176470588,,-0.592503654780258,
NORTH EAST ENGLAND,"Caring, Leisure And Other Service Occupations",Leisure and Travel Services,0,1,0,619,Medium,0.707049881735111,Low,230.04,208.41,170.55,21567.3127,28675.0314342105,7107.71873421053,0.329559775623345,562,,0.370106761565836,,-0.993963770192374,
NORTH EAST ENGLAND,Elementary Occupations,Elementary Construction Occupations,0,1,0,614,Medium,0.692391461373266,Low,183.57,217.27,198.45,29607.1038,37637.5037586207,8030.39995862068,0.271232202003516,293,,0.74061433447099,,-0.300275255476607,
NORTH EAST ENGLAND,Elementary Occupations,Elementary Administration Occupations,0,1,0,606,Medium,0.584013955098627,Very Low,303.63,145.52,112.75,21024.4826,28339.5332387097,7315.05063870968,0.347930114518475,99,,1.47474747474747,,0.388486771573743,
NORTH EAST ENGLAND,Professional Occupations,Legal Professionals,0,0,1,566,Medium,0.41906916205386,Very Low,25.68,11.42,280.31,40898.6878,53081.1002352381,12182.4124352381,0.297868051288386,60,59,0.2,4.75101694915254,-1.6094379124341,1.55835868969001
NORTH EAST ENGLAND,"Managers, Directors And Senior Officials",Managers and Proprietors in Hospitality and Leisure Services,0,1,0,550,Medium,0.574092374785902,Very Low,209.08,200.79,127.05,22924.7589,29829.3928992064,6904.63399920635,0.301186766208754,652,,0.308282208588957,,-1.17673965386758,
NORTH EAST ENGLAND,Professional Occupations,"Architects, Town Planners and Surveyors",0,1,1,546,Medium,0.62094598233822,Very Low,49.49,128.4,336.18,33965.5158,43155.457648326,9189.94184832601,0.270566827320962,276,202,0.463768115942029,1.66425742574257,-0.768370601797533,0.509379033404043
NORTH EAST ENGLAND,"Caring, Leisure And Other Service Occupations",Housekeeping and Related Services,0,1,0,534,Medium,0.790460637796771,Low,209.46,225.98,84.53,19464.4944,20411.2642,946.769799999998,0.0486408627187356,38,,5.94736842105263,,1.7829488395459,
NORTH EAST ENGLAND,Associate Professional And Technical Occupations,Legal Associate Professionals,1,0,1,527,Low,0.446886942185889,Very Low,112.27,33.31,306.33,29406.4,38939.5288852174,9533.12888521739,0.32418551353506,188,244,0.175531914893617,1.25409836065574,-1.73993440136347,0.226416876659181
NORTH EAST ENGLAND,Administrative And Secretarial Occupations,Administrative Occupations: Office Managers and Supervisors,1,0,0,515,Low,0.616164465499112,Very Low,127.11,96.75,268.93,28281.8869,41881.4379621107,13599.5510621107,0.480857274841543,197,,0.49238578680203,,-0.708492750234607,
NORTH EAST ENGLAND,Associate Professional And Technical Occupations,Design Occupations,1,0,1,484,Low,0.474721230048644,Very Low,83.25,80.37,300.97,24595.9967,34445.9132417819,9849.91654178187,0.400468281969719,679,253,0.117820324005891,1.1897233201581,-2.13859449288481,0.173720776021353
NORTH EAST ENGLAND,Professional Occupations,Natural and Social Science Professionals,0,0,1,435,Low,0.854285206219736,Average,58.39,24.78,232.94,34691.706,36853.7692319347,2162.06323193474,0.0623221940118694,349,252,0.0716332378223496,0.924603174603175,-2.63619609733423,-0.0783906339457223
NORTH EAST ENGLAND,"Managers, Directors And Senior Officials",Functional Managers and Directors,0,0,0,427,Low,0.525637936668504,Very Low,37.14,47.83,299.94,34628.8564,45424.6009774952,10795.7445774952,0.311755734951017,0,,Inf,,Inf,
NORTH EAST ENGLAND,Administrative And Secretarial Occupations,Administrative Occupations: Government and Related Organisations,0,1,0,414,Low,0.876408204203337,Average,151.16,100.09,129.61,24803.506,39839.9644211679,15036.4584211679,0.606223104958141,767,,0.130378096479791,,-2.03731661537917,
NORTH EAST ENGLAND,Professional Occupations,Quality and Regulatory Professionals,0,0,1,360,Low,0.669100143132833,Low,36.51,97.26,213.78,33949.683,43604.1576159892,9654.47461598916,0.284375987133345,103,28,0.941747572815534,7.64285714285714,-0.0600180097262529,2.03377150484665
NORTH EAST ENGLAND,Skilled Trades Occupations,Other Skilled Trades,1,0,0,338,Low,0.675904599683865,Low,144.56,83.01,94.07,24983.1666,39659.0897123595,14675.9231123595,0.587432463919908,410,,0.202439024390244,,-1.59731655190176,
NORTH EAST ENGLAND,Skilled Trades Occupations,Building Finishing Trades,1,1,0,316,Low,0.924298031587385,Average,78.8,217.17,17.23,28292.4213,28687.6435294118,395.22222941176,0.0139691907320693,739,,0.293640054127199,,-1.22540056740774,
NORTH EAST ENGLAND,Professional Occupations,Media Professionals,0,0,1,314,Low,0.539427123833411,Very Low,32.53,20.91,235.9,27670.1303,36499.1688808538,8829.03858085382,0.319081930049813,27,140,0.777777777777778,1.68571428571429,-0.251314428280906,0.522189382416308
NORTH EAST ENGLAND,"Caring, Leisure And Other Service Occupations",Animal Care and Control Services,1,0,0,308,Low,1.13056114806655,Average,153.2,96.91,44.12,23131.0033,27784.3367,4653.3334,0.201173003161519,370,7,0.262162162162162,6.30285714285714,-1.33879202713489,1.84100304532999
NORTH EAST ENGLAND,Elementary Occupations,Elementary Sales Occupations,0,0,0,302,Low,1.00703944745041,Average,172.4,64.54,52.14,18853.7343,20621.68,1767.9457,0.0937716460765017,13,,5,,1.6094379124341,
NORTH EAST ENGLAND,"Managers, Directors And Senior Officials",Production Managers and Directors,0,0,0,296,Low,0.761577756513041,Low,74.14,98.19,118.16,36133.8301,42004.95075408,5871.12065408,0.162482655113829,0,,Inf,,Inf,
NORTH EAST ENGLAND,Sales And Customer Service Occupations,Sales Supervisors,0,1,0,296,Low,0.749668858028328,Low,67.67,127.77,94.47,26459.3833,26827.9856300429,368.602330042919,0.0139308738175662,240,35,0.533333333333333,2.68571428571429,-0.628608659422375,0.987946720780592
NORTH EAST ENGLAND,"Managers, Directors And Senior Officials",Health and Social Services Managers and Directors,0,0,0,247,Low,0.879297052337486,Average,36.2,54.99,131.21,,,,,0,,Inf,,Inf,
NORTH EAST ENGLAND,Associate Professional And Technical Occupations,Draughtspersons and Related Architectural Technicians,1,1,0,230,Low,0.726976179082606,Low,23.62,111.37,85.55,28186.5333,37137.8106479592,8951.27734795919,0.317572837095195,199,171,0.557788944723618,0.47953216374269,-0.583774623412158,-0.734944309238407
NORTH EAST ENGLAND,Skilled Trades Occupations,Agricultural and Related Trades,1,0,0,207,Low,0.538433728647217,Very Low,80.7,81.96,36.21,21480.9826,39472.1089146667,17991.1263146667,0.837537399926327,581,,0.142857142857143,,-1.94591014905531,
NORTH EAST ENGLAND,Sales And Customer Service Occupations,Customer Service Managers and Supervisors,0,0,0,202,Low,0.603853781079088,Very Low,37.97,40.66,116.68,28491.673,40919.7001840708,12428.0271840708,0.436198575775834,135,,0.303703703703704,,-1.19170271173412,
NORTH EAST ENGLAND,Associate Professional And Technical Occupations,Protective Service Occupations,1,0,0,190,Low,0.559767336882585,Very Low,51.99,37.74,65.4,,,,,743,7,0.0497981157469717,9.34285714285714,-2.99977813207354,2.23461210940784
NORTH EAST ENGLAND,"Caring, Leisure And Other Service Occupations",Cleaning and Housekeeping Managers and Supervisors,0,0,0,174,Low,0.733119985017655,Low,58.42,72.74,40.2,,,,,69,,1.05797101449275,,0.0563529365511284,
NORTH EAST ENGLAND,Skilled Trades Occupations,Printing Trades,1,0,0,113,Low,0.68351289718895,Low,33.66,32.43,39.16,,,,,85,,0.376470588235294,,-0.97691535369059,
NORTH EAST ENGLAND,Skilled Trades Occupations,"Skilled Metal, Electrical and Electronic Trades Supervisors",1,0,0,110,Low,0.848135760313507,Average,26.19,58.04,22.37,32034.2766,39195.5793434783,7161.30274347826,0.223551255203879,118,,0.491525423728814,,-0.710241613919244,
NORTH EAST ENGLAND,Elementary Occupations,Elementary Agricultural Occupations,0,0,0,104,Low,0.63289083420717,Very Low,41.96,33.02,21.82,24588.4802,26224.859375,1636.379175,0.0665506432967743,54,,0.611111111111111,,-0.492476485097794,
NORTH EAST ENGLAND,"Process, Plant And Machine Operatives",Other Drivers and Transport Operatives,0,0,0,98,Low,0.501369297189555,Very Low,35,22.86,33.53,27484.1759,27780.5109652174,296.335065217394,0.0107820247656541,141,,0.170212765957447,,-1.77070606003022,
NORTH EAST ENGLAND,"Managers, Directors And Senior Officials",Managers and Directors in Transport and Logistics,0,0,0,79,Low,0.474551770997555,Very Low,27.53,12.74,36.68,30377.4833,40065.5445457627,9688.06124576271,0.31892244495984,0,,Inf,,Inf,
NORTH EAST ENGLAND,Skilled Trades Occupations,Textiles and Garments Trades,1,0,0,79,Low,0.56578666242801,Very Low,29.68,25.17,21.01,29717.2634,32401.345,2684.0816,0.0903206181495165,55,1,0.472727272727273,21.01,-0.749236647210988,3.04499851485691
NORTH EAST ENGLAND,Associate Professional And Technical Occupations,Transport Associate Professionals,1,0,0,60,Low,0.766950572561573,Low,22.95,12.01,17.02,,,,,117,9,0.102564102564103,1.88888888888889,-2.27726728500975,0.635988766719997
NORTH EAST ENGLAND,Professional Occupations,Librarians and Related Professionals,0,0,0,56,Low,0.698695641223557,Low,11.13,5.01,28.72,21510.8126,23309.4540694915,1798.64146949152,0.083615691463535,18,14,0.277777777777778,2.05142857142857,-1.28093384546206,0.718536414564765
NORTH EAST ENGLAND,"Managers, Directors And Senior Officials",Senior Officers in Protective Services,0,0,0,55,Low,0.994589161366256,Average,11.8,11.2,27.19,33709.1105,41082.6533,7373.5428,0.218740355074038,0,,Inf,,Inf,
NORTH EAST ENGLAND,Professional Occupations,Conservation and Environment Professionals,0,0,0,41,Low,0.750792906004798,Low,2.96,2.58,30.41,30942.15,33293.3118357143,2351.16183571429,0.0759857293599277,58,35,0.0517241379310345,0.857142857142857,-2.96183072187831,-0.154150679827258
NORTH EAST ENGLAND,Skilled Trades Occupations,Construction and Building Trades Supervisors,1,0,0,41,Low,0.548271332385042,Very Low,16.41,20.44,3.83,29963.9806,36116.4423,6152.4617,0.205328583746313,142,,0.140845070422535,,-1.96009478404727,
NORTH EAST ENGLAND,Associate Professional And Technical Occupations,Conservation and Environmental Associate Professionals,1,0,0,32,Low,0.958027810501712,Average,8.03,9.98,11.81,22163.8923,27662.3859,5498.4936,0.248083392825366,5,8,2,1.5,0.693147180559945,0.405465108108164
NORTH EAST ENGLAND,"Managers, Directors And Senior Officials",Chief Executives and Senior Officials,0,0,0,25,Low,0.544618201067115,Very Low,1.68,1.19,16.65,38984.1542,45530.2436258064,6546.08942580645,0.167916671789854,0,,Inf,,Inf,
NORTH EAST ENGLAND,Professional Occupations,Research and Development Managers ,0,0,0,14,Low,0.377917673436137,Very Low,1.32,2.87,8.42,,,,,4,,0.75,,-0.287682072451781,
NORTH EAST ENGLAND,"Managers, Directors And Senior Officials",Managers and Proprietors in Agriculture Related Services,0,0,0,9,Low,0.646520317365954,Very Low,0.76,4.67,2.79,,30274.0277,,,7,,0.714285714285714,,-0.336472236621213,
NORTH EAST ENGLAND,"Managers, Directors And Senior Officials",Financial Institution Managers and Directors,0,0,0,5,Low,0.271628327782224,Very Low,0.47,0.6,3.26,29878.3291,52191.3189,22312.9898,0.746795101068754,0,,Inf,,Inf,
NORTH WEST ENGLAND,Professional Occupations,Teaching and Educational Professionals,0,1,1,36742,Very High,1.25918417777293,High,5631.5,3794.31,16876.36,32447.4284,34209.0630525813,1761.63465258127,0.0542919651709984,2102,2733,1.80542340627973,6.17503110135382,0.590795138392832,1.82051391915785
NORTH WEST ENGLAND,Associate Professional And Technical Occupations,"Sales, Marketing and Related Associate Professionals",1,1,0,29056,Very High,0.959112331650001,Average,6059.33,3257.95,18753.07,29964.9858,38098.1842051131,8133.19840511306,0.271423402613895,2663,1708,1.22343221930154,10.9795081967213,0.201660203348058,2.39603064425141
NORTH WEST ENGLAND,Administrative And Secretarial Occupations,Other Administrative Occupations,0,1,0,28100,Very High,1.01107836882207,Average,15641.47,6953.6,5016.9,20590.6757,28567.565647005,7976.88994700503,0.387403019853546,5197,,1.33807966134308,,0.291235497559363,
NORTH WEST ENGLAND,Professional Occupations,Nursing and Midwifery Professionals,0,0,1,22137,Very High,1.11799008215297,Average,1.78,1.87,18014.16,29771.0799,34345.7934940235,4574.71359402348,0.153663004815068,12,4699,0.166666666666667,3.83209193445414,-1.79175946922805,1.34341085106669
